id                                  , postedDate          , title                                                                                                                                                                                                                             , agencyId, documentType     , lastModifiedDate
USCIS-2021-0006-9829                , 2021-12-02T05:00:00Z, Comment Submitted by University of California System                                                                                                                                                                              , USCIS   , Public Submission, 2021-12-02T13:42:12Z
COLC-2021-0006-0014                 , 2021-12-02T05:00:00Z, Computer & Communications Industry Association (CCIA) and Internet Association - Initial Comment                                                                                                                                  , COLC    , Public Submission, 2021-12-02T20:51:35Z
FDA-2021-N-0843-0034                , 2021-12-01T05:00:00Z, "Comment from Bracco Diagnostics, Inc."                                                                                                                                                                                           , FDA     , Public Submission, 2021-12-01T18:31:29Z
CEQ-2021-0003-0072                  , 2021-11-26T05:00:00Z, Comment from Friends of the Clearwater and 15 other grassroots organizations                                                                                                                                                      , CEQ     , Public Submission, 2021-11-26T23:16:51Z
CEQ-2021-0002-33768                 , 2021-11-24T05:00:00Z, Comment from Southern Environmental Law Center                                                                                                                                                                                    , CEQ     , Public Submission, 2022-01-05T20:47:39Z
CMS-2021-0168-0969                  , 2021-11-22T05:00:00Z, Comment on CMS-2021-0168-0001                                                                                                                                                                                                     , CMS     , Public Submission, 2021-11-22T20:09:01Z
EPA-HQ-OPP-2021-0575-0460           , 2021-11-16T05:00:00Z, Comment submitted by Center for Biological Diversity (Part 1 of 5)                                                                                                                                                                , EPA     , Public Submission, 2021-11-17T01:55:05Z
NHTSA-2021-0053-1617                , 2021-11-04T04:00:00Z, Comment from Environmental Defense Fund                                                                                                                                                                                           , NHTSA   , Public Submission, 2021-11-04T17:41:37Z
FDA-2021-N-1088-78120               , 2021-11-04T04:00:00Z, "Comment from PG, Roberto"                                                                                                                                                                                                        , FDA     , Public Submission, 2021-11-05T00:52:04Z
FDA-2021-N-1088-62859               , 2021-11-04T04:00:00Z, Comment from Anonymous                                                                                                                                                                                                            , FDA     , Public Submission, 2021-11-04T13:01:04Z
FDA-2021-N-1088-36462               , 2021-11-03T04:00:00Z, "Comment from Bonomo, Richard"                                                                                                                                                                                                    , FDA     , Public Submission, 2021-11-03T17:55:09Z
FDA-2021-N-1088-49610               , 2021-11-03T04:00:00Z, Comment from Anonymous                                                                                                                                                                                                            , FDA     , Public Submission, 2021-11-04T02:31:33Z
FDA-2021-N-1088-2481                , 2021-11-02T04:00:00Z, "Comment from Rodman, Robert"                                                                                                                                                                                                     , FDA     , Public Submission, 2021-11-02T16:23:32Z
FDA-2021-N-1088-19117               , 2021-11-02T04:00:00Z, "Comment from Shumway, Lynda"                                                                                                                                                                                                     , FDA     , Public Submission, 2021-11-03T03:24:34Z
FDA-2021-N-1088-16092               , 2021-11-02T04:00:00Z, Comment from Anonymous                                                                                                                                                                                                            , FDA     , Public Submission, 2021-11-03T01:21:54Z
NHTSA-2021-0053-1534                , 2021-10-28T04:00:00Z, Comment from Office of the California Attorney General et al.                                                                                                                                                                     , NHTSA   , Public Submission, 2021-10-28T17:51:39Z
USTR-2021-0016-0064                 , 2021-10-28T04:00:00Z, Comment from Internet Association (IA)                                                                                                                                                                                            , USTR    , Public Submission, 2021-10-28T16:54:40Z
USTR-2021-0016-0049                 , 2021-10-28T04:00:00Z, Comment from Computer & Communications Industry Association (CCIA)                                                                                                                                                                , USTR    , Public Submission, 2021-10-28T16:51:01Z
NHTSA-2021-0053-1537                , 2021-10-28T04:00:00Z, Comment from California Air Resources Board                                                                                                                                                                                       , NHTSA   , Public Submission, 2021-10-28T17:53:27Z
BIS-2021-0036-0010                  , 2021-10-20T04:00:00Z, Public Comment 8. University of Notre Dame. Alan Seabaugh. 10/20/21                                                                                                                                                               , BIS     , Public Submission, 2021-10-20T18:42:22Z
PTO-P-2021-0032-0134                , 2021-10-18T04:00:00Z, Comments submitted by Computer & Communications Industry Association                                                                                                                                                              , PTO     , Public Submission, 2021-10-18T14:39:31Z
PTO-P-2021-0032-0138                , 2021-10-18T04:00:00Z, Comments submitted by Robert Crockett                                                                                                                                                                                             , PTO     , Public Submission, 2021-10-18T14:46:56Z
PTO-P-2021-0032-0119                , 2021-10-18T04:00:00Z, Comments submitted by Engine                                                                                                                                                                                                      , PTO     , Public Submission, 2021-10-18T14:12:34Z
PTO-P-2021-0032-0115                , 2021-10-18T04:00:00Z, Comments submitted by Dell Technologies Inc.                                                                                                                                                                                      , PTO     , Public Submission, 2021-10-18T14:04:51Z
PTO-P-2021-0032-0139                , 2021-10-18T04:00:00Z, Comments submitted by Chad Rafetto                                                                                                                                                                                                , PTO     , Public Submission, 2021-10-18T14:48:26Z
PTO-P-2021-0032-0127                , 2021-10-18T04:00:00Z, Comments submitted by The High Tech Inventors Alliance                                                                                                                                                                            , PTO     , Public Submission, 2021-10-18T14:27:14Z
PTO-P-2021-0032-0103                , 2021-10-15T04:00:00Z, Comments submitted by Developers Alliance                                                                                                                                                                                         , PTO     , Public Submission, 2021-10-15T17:54:23Z
PTO-P-2021-0032-0109                , 2021-10-15T04:00:00Z, Comments submitted by Ericsson                                                                                                                                                                                                    , PTO     , Public Submission, 2021-10-15T18:08:34Z
PTO-P-2021-0032-0090                , 2021-10-15T04:00:00Z, "Comments submitted by AUTM (Association of University Technology Managers, Inc.)"                                                                                                                                                , PTO     , Public Submission, 2021-10-15T17:28:20Z
PTO-P-2021-0032-0088                , 2021-10-15T04:00:00Z, Comments submitted by NYIPLA                                                                                                                                                                                                      , PTO     , Public Submission, 2021-10-15T17:25:50Z
PTO-P-2021-0032-0106                , 2021-10-15T04:00:00Z, Comments submitted by Google                                                                                                                                                                                                      , PTO     , Public Submission, 2021-10-15T17:58:09Z
PTO-P-2021-0032-0084                , 2021-10-13T04:00:00Z, Comments submitted by Alexandra Hoyt                                                                                                                                                                                              , PTO     , Public Submission, 2021-10-13T13:44:06Z
EERE-2018-BT-STD-0018-0140          , 2021-10-13T04:00:00Z, 2021-10-12  Joint comment response to the published request for comment                                                                                                                                                           , EERE    , Public Submission, 2021-10-13T14:21:24Z
FWS-R3-ES-2021-0063-0030            , 2021-10-12T04:00:00Z, Comment from Massachusetts for Safe Technology                                                                                                                                                                                    , FWS     , Public Submission, 2021-10-12T13:13:48Z
PTO-P-2021-0032-0083                , 2021-10-12T04:00:00Z, Comments Submitted by Internet Association                                                                                                                                                                                        , PTO     , Public Submission, 2021-10-12T20:11:05Z
FWS-R3-ES-2021-0063-0122            , 2021-10-12T04:00:00Z, Comment from Environmental Health Trust                                                                                                                                                                                           , FWS     , Public Submission, 2025-06-17T00:41:32Z
FWS-R3-ES-2021-0063-0123            , 2021-10-12T04:00:00Z, Comment from Environmental Health Trust                                                                                                                                                                                           , FWS     , Public Submission, 2021-10-12T13:29:12Z
PTO-P-2021-0032-0077                , 2021-10-08T04:00:00Z, Comments submitted by Internet Promise Group LLC                                                                                                                                                                                  , PTO     , Public Submission, 2021-10-08T16:01:52Z
PTO-P-2021-0032-0079                , 2021-10-08T04:00:00Z, Comments submitted by Martin Snyder                                                                                                                                                                                               , PTO     , Public Submission, 2021-10-08T16:06:07Z
PTO-P-2021-0032-0080                , 2021-10-08T04:00:00Z, Comments submitted by Mark Tornetta                                                                                                                                                                                               , PTO     , Public Submission, 2021-10-08T16:09:16Z
EPA-HQ-OAR-2021-0208-0646           , 2021-09-30T04:00:00Z, Comment submitted by Center for Biological Diversity (CBD) et al. (Exhibits 40-59)                                                                                                                                                , EPA     , Public Submission, 2021-10-01T00:44:41Z
EPA-HQ-OAR-2021-0208-0270           , 2021-09-29T04:00:00Z, "Comment submitted by Center for Biological Diversity (CBD), Earthjustice, and Sierra Club (Part 1 of 2)"                                                                                                                         , EPA     , Public Submission, 2021-09-30T00:45:33Z
PTO-P-2021-0032-0075                , 2021-09-23T04:00:00Z, Comments submitted by Conservatives for Property Rights                                                                                                                                                                           , PTO     , Public Submission, 2021-09-23T17:05:35Z
EPA-HQ-OAR-2021-0208-0196           , 2021-09-20T04:00:00Z, Mass Comment Campaign sponsored by Sierra Club.  (web)                                                                                                                                                                            , EPA     , Public Submission, 2021-09-21T00:32:59Z
ITA-2021-0003-0010                  , 2021-09-10T04:00:00Z, Comment on FR Doc # 2021-16252                                                                                                                                                                                                    , ITA     , Public Submission, 2021-09-10T21:25:55Z
ITA-2021-0003-0004                  , 2021-09-10T04:00:00Z, Comment on FR Doc # 2021-16252                                                                                                                                                                                                    , ITA     , Public Submission, 2021-09-10T21:25:20Z
ITA-2021-0003-0005                  , 2021-09-10T04:00:00Z, Comment on FR Doc # 2021-16252                                                                                                                                                                                                    , ITA     , Public Submission, 2021-09-10T21:25:29Z
PTO-P-2021-0032-0023                , 2021-09-08T04:00:00Z, Comments Submitted by Gregory Aharonian                                                                                                                                                                                           , PTO     , Public Submission, 2021-09-08T16:29:22Z
PTO-P-2021-0032-0042                , 2021-09-08T04:00:00Z, Comments Submitted by American Bar Association Intellectual Property Law Section                                                                                                                                                  , PTO     , Public Submission, 2021-09-08T16:32:43Z
PTO-P-2021-0032-0071                , 2021-09-08T04:00:00Z, "Comments Submitted by Centre for Law, Medicine and Life Sciences (LML), Faculty of Law, University of Cambridge, UK"                                                                                                             , PTO     , Public Submission, 2021-09-08T18:52:00Z
PTO-P-2021-0032-0041                , 2021-09-08T04:00:00Z, Comments Submitted by Mark Tornetta                                                                                                                                                                                               , PTO     , Public Submission, 2021-09-08T16:32:20Z
PTO-P-2021-0032-0062                , 2021-09-08T04:00:00Z, Comments Submitted by Anonymous #13                                                                                                                                                                                               , PTO     , Public Submission, 2021-09-08T16:34:53Z
OSHA-2020-0004-1500                 , 2021-09-02T04:00:00Z, "Comment from Reindel, Rebecca and Fletcher, MK; AFL-CIO"                                                                                                                                                                         , OSHA    , Public Submission, 2021-09-02T14:31:58Z
FDA-2021-N-0651-0012                , 2021-08-30T04:00:00Z, Comment from R. Horton                                                                                                                                                                                                            , FDA     , Public Submission, 2021-08-30T13:44:31Z
NIST-2021-0004-0027                 , 2021-08-20T04:00:00Z, Comment on FR Doc # 2021-16176                                                                                                                                                                                                    , NIST    , Public Submission, 2021-08-20T14:59:43Z
ATF-2021-0001-140385                , 2021-08-13T04:00:00Z, Comment on FR Doc # 2021-10058                                                                                                                                                                                                    , ATF     , Public Submission, 2021-08-13T16:43:11Z
EPA-HQ-OLEM-2021-0312-0170          , 2021-08-10T04:00:00Z, Comment submitted by Community In-Power & Development Association et al.                                                                                                                                                          , EPA     , Public Submission, 2021-08-11T00:45:06Z
FDA-2021-N-0275-0280                , 2021-08-02T04:00:00Z, Comment from Matthew Giarmo                                                                                                                                                                                                       , FDA     , Public Submission, 2021-08-02T19:23:23Z
FDA-2021-P-0460-29400               , 2021-07-13T04:00:00Z, "Comment from Burnaka, Susan"                                                                                                                                                                                                     , FDA     , Public Submission, 2021-07-14T02:54:03Z
NCUA-2021-0091-0038                 , 2021-07-07T04:00:00Z, "Comment from Susan, von Struensee"                                                                                                                                                                                               , NCUA    , Public Submission, 2021-07-07T14:07:44Z
OCC-2020-0049-0021                  , 2021-06-29T04:00:00Z, Susan von Struensee 5                                                                                                                                                                                                             , OCC     , Public Submission, 2021-06-29T12:27:43Z
OCC-2020-0049-0014                  , 2021-06-24T04:00:00Z, Susan von Struensee 3                                                                                                                                                                                                             , OCC     , Public Submission, 2021-06-24T18:14:08Z
CFPB-2021-0004-0018                 , 2021-06-21T04:00:00Z, Comment submitted by Susan Von Struensee                                                                                                                                                                                          , CFPB    , Public Submission, 2021-06-21T17:35:04Z
CFPB-2021-0004-0023                 , 2021-06-21T04:00:00Z, comment submitted by Susan Von Struensee                                                                                                                                                                                          , CFPB    , Public Submission, 2021-06-21T17:35:33Z
HHS-OASH-2021-0012-0125             , 2021-06-14T04:00:00Z, Comment on FR Doc # 2021-08167                                                                                                                                                                                                    , HHS     , Public Submission, 2021-06-14T18:11:40Z
FDA-2021-P-0460-7750                , 2021-06-07T04:00:00Z, Comment from Burns Deenie                                                                                                                                                                                                         , FDA     , Public Submission, 2021-06-07T16:06:34Z
FDA-2021-P-0460-5884                , 2021-06-03T04:00:00Z, Comment from Campbell Star                                                                                                                                                                                                        , FDA     , Public Submission, 2021-06-03T15:39:57Z
EPA-HQ-OPPT-2021-0202-0149          , 2021-05-27T04:00:00Z, Comment submitted by Yurok Tribe et al.                                                                                                                                                                                           , EPA     , Public Submission, 2021-05-28T00:33:10Z
USDA-2021-0003-0828                 , 2021-05-25T04:00:00Z, "Comment from Dieterich, Michele"                                                                                                                                                                                                 , USDA    , Public Submission, 2021-05-25T14:14:08Z
USCIS-2021-0004-6558                , 2021-05-20T04:00:00Z, "Comment Submitted by Doug Rand and Lindsay Milliken, Federation of American Scientists (FAS)"                                                                                                                                    , USCIS   , Public Submission, 2021-05-20T18:05:08Z
DOD-2021-OS-0022-0066               , 2021-04-29T04:00:00Z, Comment on DOD-2021-OS-0022-0001                                                                                                                                                                                                  , DOD     , Public Submission, 2021-04-29T14:47:33Z
DOC-2021-0004-0011                  , 2021-04-28T04:00:00Z, Comment on FR Doc # 2021-06529                                                                                                                                                                                                    , DOC     , Public Submission, 2021-04-28T21:06:46Z
USCIS-2021-0004-2654                , 2021-04-23T04:00:00Z, Comment Submitted by Tenitau Lata                                                                                                                                                                                                 , USCIS   , Public Submission, 2021-04-29T20:57:27Z
BIS-2021-0011-0053                  , 2021-04-06T04:00:00Z, Public Comment 52. SEMI. Kim Ekmark. 04/05/21                                                                                                                                                                                     , BIS     , Public Submission, 2021-04-06T20:41:30Z
BIS-2021-0011-0080                  , 2021-04-06T04:00:00Z, Public Comment 79. Semiconductor Industry Association (SIA). Falan Yinug. 04/05/21                                                                                                                                                , BIS     , Public Submission, 2021-04-06T21:45:52Z
BIS-2021-0011-0047                  , 2021-04-06T04:00:00Z, Public Comment 46. SkyWater Technology. Dr. Brad Ferguson. 04/05/21                                                                                                                                                               , BIS     , Public Submission, 2021-04-06T20:38:14Z
BIS-2021-0011-0032                  , 2021-04-06T04:00:00Z, Public Comment 31. The MITRE Corporation. Adam Kitay. 04/05/21                                                                                                                                                                    , BIS     , Public Submission, 2021-04-06T20:28:43Z
BIS-2021-0011-0062                  , 2021-04-06T04:00:00Z, "Public Comment 61. The Research Foundation for The State University of New York, O/B/O SUNY Polytechnic Institute, Admin. of AIM Photonics. Kimberly Pietkiewivz. 04/05/21"                                                      , BIS     , Public Submission, 2021-04-06T20:52:53Z
BIS-2021-0011-0030                  , 2021-04-06T04:00:00Z, Public Comment 29. Information Technology Industry Council. Alexa Lee. 04/05/21                                                                                                                                                   , BIS     , Public Submission, 2021-04-06T20:28:06Z
BIS-2021-0011-0049                  , 2021-04-06T04:00:00Z, Public Comment 48. Qualcomm Inc. Becky Fraser. 04/05/21                                                                                                                                                                           , BIS     , Public Submission, 2021-04-06T20:39:17Z
BIS-2021-0011-0072                  , 2021-04-06T04:00:00Z, Public Comment 71. Dell Technologies. Eva Hampl. 04/05/21                                                                                                                                                                         , BIS     , Public Submission, 2021-04-06T21:06:59Z
BIS-2021-0011-0086                  , 2021-04-06T04:00:00Z, Public Comment 85. Novelis. Todd Summe. 04/05/21                                                                                                                                                                                  , BIS     , Public Submission, 2021-04-06T21:52:48Z
NHTSA-2020-0106-0709                , 2021-04-01T04:00:00Z, "Comment from The International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW)"                                                                                                          , NHTSA   , Public Submission, 2021-04-02T01:19:44Z
BIS-2021-0011-0003                  , 2021-03-26T04:00:00Z, Public Comment 2. dpiX. Frank Caris. 03/15/21                                                                                                                                                                                     , BIS     , Public Submission, 2021-03-26T15:04:13Z
DOT-OST-2021-0005-0018              , 2021-03-22T04:00:00Z, "Comment from The International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW)"                                                                                                          , DOT     , Public Submission, 2021-03-22T20:52:31Z
DOC-2019-0005-0100                  , 2021-03-22T04:00:00Z, Comment on FR Doc # 2021-01234                                                                                                                                                                                                    , DOC     , Public Submission, 2021-03-22T22:53:56Z
USCBP-2020-0062-0322                , 2021-03-14T05:00:00Z, Comment Submitted by Ben Orlebeke                                                                                                                                                                                                 , USCBP   , Public Submission, 2021-03-15T03:58:43Z
NOAA-NMFS-2020-0147-0002            , 2021-03-10T05:00:00Z, Comment from Center for Biological Diversity                                                                                                                                                                                      , NOAA    , Public Submission, 2021-03-10T14:43:00Z
FWS-HQ-MB-2018-0090-18889           , 2021-03-04T05:00:00Z, "Comment from National Audubon Society (member comments submitted by Elizabeth Pomper, Senior Director, Digital Engagement)"                                                                                                      , FWS     , Public Submission, 2021-03-04T15:40:14Z
IRS-2020-0040-0012                  , 2021-02-11T05:00:00Z, "Comment from Catherine Schultz,"                                                                                                                                                                                                 , IRS     , Public Submission, 2021-02-11T20:36:25Z
USTR-2020-0041-0030                 , 2021-01-29T05:00:00Z, Intellectual Property Owners Association                                                                                                                                                                                          , USTR    , Public Submission, 2021-01-29T13:37:33Z
OCC-2020-0042-3359                  , 2021-01-21T05:00:00Z, Bank Policy Institute                                                                                                                                                                                                             , OCC     , Public Submission, 2021-01-21T20:02:28Z
FWS-R7-ES-2020-0129-1224            , 2021-01-08T05:00:00Z, Comment from Trustees for Alaska                                                                                                                                                                                                  , FWS     , Public Submission, 2021-01-08T12:34:50Z
FINCEN-2020-0020-4710               , 2021-01-07T05:00:00Z, Comment on FR Doc # 2020-28437                                                                                                                                                                                                    , FINCEN  , Public Submission, 2021-01-07T17:05:02Z
FINCEN-2020-0020-1733               , 2021-01-06T05:00:00Z, Comment on FR Doc # 2020-28437                                                                                                                                                                                                    , FINCEN  , Public Submission, 2021-01-06T20:03:06Z
FINCEN-2020-0020-2089               , 2021-01-06T05:00:00Z, Comment on FR Doc # 2020-28437                                                                                                                                                                                                    , FINCEN  , Public Submission, 2021-01-06T22:13:53Z
GSA-GSA-2020-0018-6476              , 2020-12-29T05:00:00Z, Comment on FR Doc # 2020-25235                                                                                                                                                                                                    , GSA     , Public Submission, 2020-12-29T12:17:36Z
FINCEN-2020-0020-0401               , 2020-12-29T05:00:00Z, Comment on FR Doc # 2020-28437                                                                                                                                                                                                    , FINCEN  , Public Submission, 2020-12-30T00:21:10Z
FINCEN-2020-0020-0075               , 2020-12-28T05:00:00Z, Comment on FR Doc # 2020-28437                                                                                                                                                                                                    , FINCEN  , Public Submission, 2020-12-28T19:42:23Z
FINCEN-2020-0020-0090               , 2020-12-28T05:00:00Z, Comment on FR Doc # 2020-28437                                                                                                                                                                                                    , FINCEN  , Public Submission, 2020-12-28T19:42:32Z
COLC-2020-0010-0144                 , 2020-12-15T05:00:00Z, Class 12_InitialComments_iFixit and Repair Association                                                                                                                                                                            , COLC    , Public Submission, 2020-12-15T19:54:28Z
BIS-2020-0029-0051                  , 2020-12-07T05:00:00Z, Comment on FR Doc # 2020-22443                                                                                                                                                                                                    , BIS     , Public Submission, 2020-12-07T21:01:14Z
USCIS-2020-0019-1097                , 2020-12-03T05:00:00Z, "Comment Submitted by Meghan Pearce, TechNet"                                                                                                                                                                                     , USCIS   , Public Submission, 2020-12-03T15:02:04Z
EPA-HQ-OW-2019-0482-0761            , 2020-12-01T05:00:00Z, "Comment submitted by Marcie Keever, Oceans & Vessels Program Director and Legal Director, Friends of the Earth et al."                                                                                                           , EPA     , Public Submission, 2020-12-02T01:38:05Z
BIS-2020-0029-0032                  , 2020-12-01T05:00:00Z, Comment on FR Doc # 2020-22443                                                                                                                                                                                                    , BIS     , Public Submission, 2020-12-01T16:56:21Z
DOC-2020-0004-0004                  , 2020-10-30T04:00:00Z, Comment on FR Doc # 2020-18604                                                                                                                                                                                                    , DOC     , Public Submission, 2020-10-30T13:56:09Z
ICEB-2019-0006-30659                , 2020-10-27T04:00:00Z, Comment Submitted by Surya Ganguli                                                                                                                                                                                                , ICEB    , Public Submission, 2020-11-03T17:01:49Z
ETA-2020-0006-1128                  , 2020-10-21T04:00:00Z, "- Martin, Leigh"                                                                                                                                                                                                                 , ETA     , Public Submission, 2020-10-21T16:26:33Z
APHIS-2020-0030-4293                , 2020-10-21T04:00:00Z, Comment from Marti Crouch                                                                                                                                                                                                         , APHIS   , Public Submission, 2020-10-21T21:11:47Z
APHIS-2020-0030-4025                , 2020-10-21T04:00:00Z, "Comment from Seltzer, Aaron"                                                                                                                                                                                                     , APHIS   , Public Submission, 2020-10-21T12:13:19Z
ETA-2020-0006-0670                  , 2020-10-16T04:00:00Z, "- Anonymous, Anonymous"                                                                                                                                                                                                          , ETA     , Public Submission, 2020-10-16T18:29:08Z
EPA-HQ-OPP-2011-0581-0686           , 2020-10-15T04:00:00Z, "Comment submitted by Steve Ellis, President, Pollinator Stewardship Council et al"                                                                                                                                               , EPA     , Public Submission, 2020-10-15T12:24:06Z
USCIS-2019-0007-5312                , 2020-10-15T04:00:00Z, Comment Submitted by Charles Fillinger                                                                                                                                                                                            , USCIS   , Public Submission, 2020-10-15T17:04:31Z
FWS-HQ-ES-2019-0115-27435           , 2020-10-08T04:00:00Z, Submitted Electronically via eRulemaking Portal                                                                                                                                                                                   , FWS     , Public Submission, 2020-10-08T19:43:21Z
CDC-2020-0087-11038                 , 2020-09-25T04:00:00Z, Comment from Healthy Sail Expert Panel                                                                                                                                                                                            , CDC     , Public Submission, 2020-09-25T22:11:03Z
OCC-2019-0028-0096                  , 2020-09-22T04:00:00Z, Advanced Systems Management Group (ASMG)                                                                                                                                                                                          , OCC     , Public Submission, 2020-10-19T20:27:48Z
CDC-2020-0081-19078                 , 2020-08-28T04:00:00Z, Comment from Anonymous                                                                                                                                                                                                            , CDC     , Public Submission, 2020-08-28T15:41:53Z
DOE-HQ-2020-0028-0103               , 2020-08-25T04:00:00Z, NCGR-Report-2020-Full                                                                                                                                                                                                             , DOE     , Public Submission, 2020-08-25T21:30:44Z
BIS-2020-0009-0089                  , 2020-08-12T04:00:00Z, Public Comment R7. Tadano Ltd. and Tadano America Corporation. Kenneth Nunnenkamp. 8-7-20                                                                                                                                         , BIS     , Public Submission, 2020-08-12T18:57:06Z
EBSA-2020-0004-0620                 , 2020-08-06T04:00:00Z, Comment 0624 American Conservative Union 07302020                                                                                                                                                                                 , EBSA    , Public Submission, 2020-08-06T12:58:03Z
EPA-HQ-OAR-2020-0044-0477           , 2020-08-06T04:00:00Z, "Comment submitted by Ben Levitan, Senior Attorney, Environmental Defense Fund (EDF) et al."                                                                                                                                      , EPA     , Public Submission, 2020-10-02T14:00:35Z
EPA-HQ-OLEM-2019-0361-0330          , 2020-08-04T04:00:00Z, Comment submitted by Utility Solid Waste Activities Group (USWAG)                                                                                                                                                                 , EPA     , Public Submission, 2020-10-03T04:35:09Z
BOEM-2020-0005-13184                , 2020-07-28T04:00:00Z, "Comment from Lane Johnston,"                                                                                                                                                                                                     , BOEM    , Public Submission, 2020-09-27T01:57:20Z
BOEM-2020-0005-13185                , 2020-07-28T04:00:00Z, "Comment from Annie Hawkins, RODA"                                                                                                                                                                                                , BOEM    , Public Submission, 2020-09-27T15:23:09Z
USTR-2020-0022-0383                 , 2020-07-16T04:00:00Z, "Comment from Silicon Valley Tax Directors Group (SVTDG), Multiple"                                                                                                                                                               , USTR    , Public Submission, 2020-07-16T14:02:54Z
BIS-2020-0011-0010                  , 2020-07-15T04:00:00Z, Comment on FR Doc # 2020-10856                                                                                                                                                                                                    , BIS     , Public Submission, 2020-07-15T19:45:13Z
FS-2019-0023-44899                  , 2020-07-14T04:00:00Z, Comments uploaded from CARA for names beginning with M                                                                                                                                                                            , FS      , Public Submission, 2020-07-14T20:47:11Z
FS-2019-0023-44894                  , 2020-07-14T04:00:00Z, Comments uploaded from CARA for names beginning with G                                                                                                                                                                            , FS      , Public Submission, 2020-07-14T20:47:06Z
NIST-2020-0002-0015                 , 2020-07-10T04:00:00Z, "PNT RFI comments from Scott David, University of Washington - Applied Physics Laboratory"                                                                                                                                        , NIST    , Public Submission, 2020-07-10T20:03:36Z
EPA-HQ-OPP-2012-0329-0157           , 2020-06-16T04:00:00Z, Comment submitted by Pollinator Stewardship Council (PSC) et al.                                                                                                                                                                  , EPA     , Public Submission, 2020-10-03T08:32:20Z
USTR-2020-0022-0003                 , 2020-06-10T04:00:00Z, "Comment from Ruth Mason and Leopoldo Parada, Multiple"                                                                                                                                                                           , USTR    , Public Submission, 2020-06-10T19:00:14Z
EPA-HQ-OPP-2011-0865-1269           , 2020-05-08T04:00:00Z, Comment submitted by Pollinator Stewardship Council (PSC)                                                                                                                                                                         , EPA     , Public Submission, 2020-10-03T06:24:41Z
FWS-R8-ES-2018-0116-0012            , 2020-04-20T04:00:00Z, Submitted Electronically via eRulemaking Portal                                                                                                                                                                                   , FWS     , Public Submission, 2020-05-04T20:06:44Z
OMB-2020-0003-0002                  , 2020-03-26T04:00:00Z, Comment on FR Doc # 2020-00261                                                                                                                                                                                                    , OMB     , Public Submission, 2020-03-26T14:09:26Z
